ps_partkey          value               
----------------------------------------
329355              19679082.720000     
182657              19120374.330000     
233511              18700915.310000     
178583              17833932.420000     
102936              16982284.200000     
283466              16634140.570000     
35615               16459995.210000     
259008              16389836.010000     
235521              16094066.500000     
109933              16024871.360000     
282927              15925201.770000     
179837              15577002.280000     
75148               15531496.550000     
81584               15446366.190000     
391247              15394854.940000     
223902              15389317.900000     
353864              15103754.140000     
268823              15072058.850000     
285241              15017676.720000     
169661              14862425.280000     
396720              14658228.330000     
193803              14600116.140000     
382286              14344420.950000     
311787              14334372.580000     
52629               14327636.810000     
194962              14279764.630000     
382008              14211758.910000     
234322              14154316.750000     
364292              14072727.710000     
33258               13997982.630000     
174938              13788776.010000     
210944              13772512.020000     
72798               13733870.130000     
122939              13706271.680000     
200436              13648924.710000     
250100              13644088.780000     
313069              13636334.920000     
58110               13547499.450000     
229166              13486630.640000     
387201              13474962.580000     
301343              13471392.400000     
220179              13431555.840000     
86914               13395098.660000     
336419              13382756.640000     
297654              13355117.460000     
13516               13341054.880000     
284777              13251949.610000     
394627              13229967.980000     
53802               13169318.650000     
127227              13152112.580000     
28705               13151723.880000     
370367              13111508.280000     
278248              13109956.900000     
361435              13039165.580000     
210456              13023705.700000     
319391              13020954.330000     
330376              12992280.890000     
89008               12975793.610000     
343752              12924015.040000     
384134              12903227.950000     
163242              12843636.520000     
278670              12836836.770000     
180386              12755030.880000     
97526               12686984.070000     
113930              12682754.890000     
177931              12641391.730000     
46712               12640297.020000     
56771               12606895.360000     
177466              12606398.390000     
5181                12598334.240000     
174932              12591892.160000     
14242               12578403.950000     
214826              12558264.690000     
213506              12551992.750000     
368324              12518119.980000     
137083              12510712.480000     
113628              12447834.070000     
18670               12408989.730000     
368188              12388162.850000     
187593              12382575.920000     
156756              12380158.040000     
296982              12350743.040000     
38805               12331053.260000     
78753               12301856.690000     
200383              12286095.840000     
218516              12276328.180000     
230157              12253932.670000     
78440               12253518.880000     
221482              12239102.860000     
13114               12214269.600000     
104851              12199672.230000     
71777               12129720.770000     
248829              12116829.040000     
200179              12097250.240000     
187638              12078844.530000     
375945              12053820.580000     
306955              12005252.030000     
126948              11985455.860000     
180677              11973040.790000     
273790              11962723.690000     
1489                11915375.810000     
332315              11910418.100000     
93891               11909969.730000     
123670              11822329.140000     
3516                11799710.440000     
332223              11797465.370000     
117213              11794165.860000     
143107              11793281.120000     
254298              11793137.750000     
57863               11790879.480000     
245041              11774868.890000     
254196              11768351.360000     
228209              11736387.650000     
399191              11734515.800000     
152651              11720387.700000     
344191              11716325.960000     
317605              11709856.400000     
183798              11708277.540000     
171077              11623261.910000     
1966                11613969.260000     
353096              11607701.500000     
149732              11601347.200000     
14586               11595100.060000     
332148              11577991.290000     
338141              11553493.320000     
102814              11532353.730000     
180415              11526383.420000     
9191                11489052.520000     
151536              11473116.310000     
86588               11436380.480000     
323466              11381652.300000     
316547              11347413.740000     
288823              11330964.300000     
38914               11318209.680000     
