s_name              numwait             
----------------------------------------
Supplier#000015508  24                  
Supplier#000045640  22                  
Supplier#000053683  22                  
Supplier#000061809  22                  
Supplier#000069404  22                  
Supplier#000000578  21                  
Supplier#000023345  21                  
Supplier#000005643  20                  
Supplier#000008390  20                  
Supplier#000014208  20                  
Supplier#000016325  20                  
Supplier#000024841  20                  
Supplier#000030763  20                  
Supplier#000042672  20                  
Supplier#000056288  20                  
Supplier#000067926  20                  
Supplier#000073850  20                  
Supplier#000005649  19                  
Supplier#000009787  19                  
Supplier#000011354  19                  
Supplier#000028465  19                  
Supplier#000032768  19                  
Supplier#000033218  19                  
Supplier#000037520  19                  
Supplier#000049384  19                  
Supplier#000052813  19                  
Supplier#000053144  19                  
Supplier#000062672  19                  
Supplier#000065574  19                  
Supplier#000066917  19                  
Supplier#000073869  19                  
Supplier#000001019  18                  
Supplier#000005920  18                  
Supplier#000010116  18                  
Supplier#000010386  18                  
Supplier#000011516  18                  
Supplier#000015882  18                  
Supplier#000021515  18                  
Supplier#000029270  18                  
Supplier#000035859  18                  
Supplier#000044378  18                  
Supplier#000045825  18                  
Supplier#000053313  18                  
Supplier#000053703  18                  
Supplier#000055507  18                  
Supplier#000059493  18                  
Supplier#000059705  18                  
Supplier#000061807  18                  
Supplier#000065690  18                  
Supplier#000071388  18                  
Supplier#000072121  18                  
Supplier#000073465  18                  
Supplier#000075745  18                  
Supplier#000000114  17                  
Supplier#000005304  17                  
Supplier#000005383  17                  
Supplier#000005436  17                  
Supplier#000005998  17                  
Supplier#000007255  17                  
Supplier#000008301  17                  
Supplier#000008713  17                  
Supplier#000009561  17                  
Supplier#000011999  17                  
Supplier#000014262  17                  
Supplier#000014966  17                  
Supplier#000015634  17                  
Supplier#000017211  17                  
Supplier#000021978  17                  
Supplier#000024549  17                  
Supplier#000026523  17                  
Supplier#000026560  17                  
Supplier#000028967  17                  
Supplier#000029949  17                  
Supplier#000030654  17                  
Supplier#000033690  17                  
Supplier#000036473  17                  
Supplier#000039889  17                  
Supplier#000041494  17                  
Supplier#000046571  17                  
Supplier#000049835  17                  
Supplier#000050882  17                  
Supplier#000052284  17                  
Supplier#000056014  17                  
Supplier#000056277  17                  
Supplier#000056618  17                  
Supplier#000057393  17                  
Supplier#000057672  17                  
Supplier#000059590  17                  
Supplier#000063536  17                  
Supplier#000063723  17                  
Supplier#000065537  17                  
Supplier#000067102  17                  
Supplier#000067682  17                  
Supplier#000068640  17                  
Supplier#000074905  17                  
Supplier#000077522  17                  
Supplier#000077871  17                  
Supplier#000078392  17                  
Supplier#000079002  17                  
Supplier#000000659  16                  
Supplier#000001907  16                  
Supplier#000002005  16                  
Supplier#000002615  16                  
Supplier#000002829  16                  
Supplier#000004109  16                  
Supplier#000004539  16                  
Supplier#000006027  16                  
Supplier#000007602  16                  
Supplier#000007686  16                  
Supplier#000014256  16                  
Supplier#000014395  16                  
Supplier#000014454  16                  
Supplier#000016166  16                  
Supplier#000019763  16                  
Supplier#000019785  16                  
Supplier#000021766  16                  
Supplier#000021995  16                  
Supplier#000022172  16                  
Supplier#000025526  16                  
Supplier#000025807  16                  
Supplier#000026634  16                  
Supplier#000026657  16                  
Supplier#000028083  16                  
Supplier#000028697  16                  
Supplier#000031476  16                  
Supplier#000032866  16                  
Supplier#000033103  16                  
Supplier#000033540  16                  
Supplier#000037452  16                  
Supplier#000038629  16                  
Supplier#000038687  16                  
Supplier#000039444  16                  
Supplier#000040369  16                  
Supplier#000041376  16                  
Supplier#000044405  16                  
Supplier#000045516  16                  
Supplier#000046163  16                  
Supplier#000047071  16                  
Supplier#000047088  16                  
Supplier#000047725  16                  
Supplier#000048817  16                  
Supplier#000051684  16                  
Supplier#000054545  16                  
Supplier#000054900  16                  
Supplier#000055467  16                  
Supplier#000060986  16                  
Supplier#000062174  16                  
Supplier#000064893  16                  
Supplier#000066383  16                  
Supplier#000068256  16                  
Supplier#000069293  16                  
Supplier#000071190  16                  
Supplier#000071531  16                  
Supplier#000071775  16                  
Supplier#000071849  16                  
Supplier#000072426  16                  
Supplier#000075493  16                  
Supplier#000076046  16                  
Supplier#000076779  16                  
Supplier#000076966  16                  
Supplier#000077471  16                  
Supplier#000077687  16                  
Supplier#000000399  15                  
Supplier#000000427  15                  
Supplier#000000811  15                  
Supplier#000000889  15                  
Supplier#000001452  15                  
Supplier#000001534  15                  
Supplier#000002323  15                  
Supplier#000002490  15                  
Supplier#000002846  15                  
Supplier#000003267  15                  
Supplier#000003727  15                  
Supplier#000004199  15                  
Supplier#000006453  15                  
Supplier#000007847  15                  
Supplier#000008210  15                  
Supplier#000008234  15                  
Supplier#000008490  15                  
Supplier#000009190  15                  
Supplier#000009543  15                  
Supplier#000009855  15                  
Supplier#000010487  15                  
Supplier#000012204  15                  
Supplier#000012350  15                  
Supplier#000013463  15                  
Supplier#000014342  15                  
Supplier#000014431  15                  
Supplier#000014555  15                  
Supplier#000014623  15                  
Supplier#000014806  15                  
Supplier#000015942  15                  
Supplier#000016466  15                  
Supplier#000016977  15                  
Supplier#000017115  15                  
Supplier#000019020  15                  
Supplier#000019026  15                  
Supplier#000021278  15                  
Supplier#000021648  15                  
Supplier#000021908  15                  
Supplier#000022470  15                  
Supplier#000023880  15                  
Supplier#000024336  15                  
Supplier#000024738  15                  
Supplier#000024900  15                  
Supplier#000025339  15                  
Supplier#000025639  15                  
Supplier#000025658  15                  
Supplier#000026806  15                  
Supplier#000027091  15                  
Supplier#000028650  15                  
Supplier#000029010  15                  
Supplier#000029690  15                  
Supplier#000029828  15                  
Supplier#000031007  15                  
Supplier#000031319  15                  
Supplier#000031359  15                  
Supplier#000031665  15                  
Supplier#000031719  15                  
Supplier#000032442  15                  
Supplier#000032545  15                  
Supplier#000034307  15                  
Supplier#000034327  15                  
Supplier#000034761  15                  
Supplier#000035938  15                  
Supplier#000037385  15                  
Supplier#000037501  15                  
Supplier#000038382  15                  
Supplier#000038803  15                  
Supplier#000039716  15                  
Supplier#000039738  15                  
Supplier#000039756  15                  
Supplier#000040273  15                  
Supplier#000040745  15                  
Supplier#000041171  15                  
Supplier#000042063  15                  
Supplier#000042605  15                  
Supplier#000043275  15                  
Supplier#000043417  15                  
Supplier#000044306  15                  
Supplier#000044478  15                  
Supplier#000044918  15                  
Supplier#000046480  15                  
Supplier#000046823  15                  
Supplier#000046952  15                  
Supplier#000047060  15                  
Supplier#000047326  15                  
Supplier#000049571  15                  
Supplier#000049596  15                  
Supplier#000050606  15                  
Supplier#000050744  15                  
Supplier#000050866  15                  
Supplier#000051431  15                  
Supplier#000051877  15                  
Supplier#000052973  15                  
Supplier#000053069  15                  
Supplier#000053100  15                  
Supplier#000054498  15                  
Supplier#000054845  15                  
Supplier#000054898  15                  
Supplier#000055256  15                  
Supplier#000059033  15                  
Supplier#000059248  15                  
Supplier#000060255  15                  
Supplier#000060891  15                  
Supplier#000061255  15                  
Supplier#000061632  15                  
Supplier#000062043  15                  
Supplier#000063751  15                  
Supplier#000063804  15                  
Supplier#000064892  15                  
Supplier#000065207  15                  
Supplier#000065448  15                  
Supplier#000066625  15                  
Supplier#000066811  15                  
Supplier#000067362  15                  
Supplier#000067879  15                  
Supplier#000070150  15                  
Supplier#000071280  15                  
Supplier#000072849  15                  
Supplier#000073444  15                  
Supplier#000074249  15                  
Supplier#000075013  15                  
Supplier#000077053  15                  
Supplier#000077086  15                  
Supplier#000078396  15                  
Supplier#000078656  15                  
Supplier#000079207  15                  
Supplier#000000687  14                  
Supplier#000000846  14                  
Supplier#000001053  14                  
Supplier#000001083  14                  
Supplier#000001439  14                  
Supplier#000001511  14                  
Supplier#000002990  14                  
Supplier#000003220  14                  
Supplier#000006259  14                  
Supplier#000006283  14                  
Supplier#000007127  14                  
Supplier#000008094  14                  
Supplier#000008551  14                  
Supplier#000009053  14                  
Supplier#000009141  14                  
Supplier#000009861  14                  
Supplier#000010139  14                  
Supplier#000010329  14                  
Supplier#000011235  14                  
Supplier#000012512  14                  
Supplier#000013071  14                  
Supplier#000013275  14                  
Supplier#000014308  14                  
Supplier#000015106  14                  
Supplier#000015132  14                  
Supplier#000015465  14                  
Supplier#000016270  14                  
Supplier#000017334  14                  
Supplier#000018337  14                  
Supplier#000018400  14                  
Supplier#000019031  14                  
Supplier#000020400  14                  
Supplier#000020685  14                  
Supplier#000021076  14                  
Supplier#000021127  14                  
Supplier#000021529  14                  
Supplier#000021946  14                  
Supplier#000022373  14                  
Supplier#000022629  14                  
